gene,SRR16966869,SRR16966870,SRR16966871,SRR16966872,SRR16966873,SRR16966874
PF3D7_0705600,26.954,60.852,15.48,28.712,73.877,56.299
PF3D7_0705700,115.95,218.888,102.711,227.622,383.014,363.701
PF3D7_0705800,1.003,7.493,4.059,2.308,2.528,14.412
PF3D7_0705900,44.787,114.816,48.219,126.266,231.078,181.014
PF3D7_0706000,220.703,265.381,128.917,190.734,452.077,337.81
PF3D7_0706100,155.91,272.048,94.212,159.157,387.429,278.95
PF3D7_0706200,10.928,11.503,1.01,6.337,14.202,20.315
PF3D7_0706300,44.326,77.929,48.264,7.83,11.232,12.83
PF3D7_0706400,116.782,195.182,76.404,261.859,367.656,314.988
PF3D7_0706500,553.184,883.121,360.541,959.496,1041.226,1159.604
PF3D7_0706600,1.003,1.026,0.0,3.007,2.0,6.0
PF3D7_0706700,1.727,5.01,2.082,2.445,5.904,7.436
PF3D7_0707200,557.652,732.778,325.628,593.316,357.94,693.004
PF3D7_0707300,25750.339,29526.869,22648.75,14227.025,17227.454,15652.728
PF3D7_0707400,195.998,272.28,98.246,185.119,149.458,261.501
PF3D7_0707500,40.19,106.844,8.255,9.061,29.284,35.675
PF3D7_0707600,16.57,51.819,1.045,11.218,41.336,32.78
PF3D7_0707700,706.121,1023.04,570.897,381.225,593.625,587.934
PF3D7_0707800,137.645,240.706,93.348,162.331,256.741,282.518
PF3D7_0707900,76.237,69.785,34.51,37.321,56.892,99.982
PF3D7_0708000,53.2,70.582,29.108,56.017,55.618,79.276
PF3D7_0708100,14.89,23.652,10.05,6.243,6.086,16.907
PF3D7_0708200,7.887,13.762,6.313,2.144,2.076,6.017
PF3D7_0708300,10.344,5.19,6.035,7.084,8.37,9.059
PF3D7_0708400,3994.207,4248.301,4221.25,7994.307,9372.866,9511.498
PF3D7_0708500,77.711,109.936,88.375,259.962,116.801,204.218
PF3D7_0708600,7.824,8.876,10.999,16.009,8.151,29.13
PF3D7_0708700,182.791,157.33,179.354,329.818,152.204,377.33
PF3D7_0708800,1341.105,940.003,1174.916,1796.038,2164.08,1966.809
PF3D7_0708900,20.253,13.994,9.477,16.53,55.317,30.965
PF3D7_0709000,24.006,42.766,31.428,43.295,70.55,43.451
PF3D7_0709100,460.856,455.187,566.384,578.338,807.433,711.258
PF3D7_0709200,34.554,30.069,23.211,11.012,23.428,27.805
PF3D7_0709300,225.822,172.99,277.884,162.552,285.967,232.791
PF3D7_0709400,159.996,224.733,214.733,239.576,236.459,384.694
PF3D7_0709500,16.807,35.277,14.72,40.027,47.506,83.054
PF3D7_0709600,39.814,46.595,25.165,42.081,71.38,101.56
PF3D7_0709700,155.15,287.982,182.199,207.88,229.458,286.332
PF3D7_0709800,8.91,16.038,3.282,5.335,19.029,17.674
PF3D7_0709900,91.602,115.622,77.758,121.03,119.483,161.364
PF3D7_0710000,242.328,222.654,130.19,211.19,294.698,325.493
PF3D7_0710100,50.61,86.796,29.474,63.37,55.679,86.895
PF3D7_0710200,892.33,1753.852,590.237,1510.724,1159.717,1759.418
PF3D7_0710300,20.221,27.296,14.123,11.166,31.556,48.732
PF3D7_0710400,3.789,9.416,1.054,3.03,7.772,2.054
PF3D7_0710500,21.624,18.849,16.821,16.615,38.359,19.681
PF3D7_0710600,238.655,335.01,216.32,486.2,701.342,774.749
PF3D7_0710700,23.571,50.079,35.437,59.006,57.168,79.114
PF3D7_0710800,17.624,30.876,22.708,59.811,78.975,74.365
PF3D7_0710900,16.224,53.172,9.035,57.179,53.57,99.07
PF3D7_0711000,364.395,417.148,317.104,675.508,882.246,821.964
PF3D7_0711100,21.275,31.076,14.042,14.074,13.907,23.383
PF3D7_0711200,26.435,31.714,12.934,40.586,37.995,22.423
PF3D7_0711300,16.564,14.544,13.009,28.472,23.099,44.338
PF3D7_0711400,196.636,164.023,95.822,273.994,257.021,296.725
PF3D7_0711500,344.228,266.675,316.251,716.596,637.201,677.196
PF3D7_0711700,8.101,8.141,12.059,2.765,8.446,7.06
PF3D7_0711900,0.0,0.0,0.0,0.0,0.0,1.622
PF3D7_0712000,22.761,33.523,16.161,73.755,80.651,114.811
PF3D7_0712200,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0712300,0.0,7.966,4.258,4.825,12.916,12.381
PF3D7_0712400,1.022,1.029,0.0,0.808,6.98,10.002
PF3D7_0712500,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0712600,7.037,7.264,4.341,5.283,4.44,2.059
PF3D7_0712800,2.306,1.082,2.654,0.0,4.48,2.393
PF3D7_0712900,3.072,6.081,14.052,3.592,0.0,3.075
PF3D7_0713000,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0713100,2.809,4.004,6.671,0.0,2.015,2.0
PF3D7_0713200,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0713300,0.0,1.0,1.0,0.0,0.0,1.0
PF3D7_0713400,65.137,101.554,80.701,117.504,104.893,138.346
PF3D7_0713500,39.035,44.332,14.633,57.133,74.719,58.67
PF3D7_0713600,30.638,41.048,23.145,66.0,99.455,114.272
PF3D7_0713700,140.353,123.127,132.318,200.695,241.083,285.621
PF3D7_0713800,161.368,262.978,247.511,139.954,164.316,174.405
PF3D7_0713900,893.355,867.378,937.346,1259.602,1475.406,1643.178
PF3D7_0714000,4365.405,4864.126,4046.17,4069.211,4288.357,4534.449
PF3D7_0714100,6.117,24.0,1.103,1.247,1.004,1.0
PF3D7_0714200,743.997,779.033,738.697,350.489,467.838,569.3
PF3D7_0714300,83.89,109.829,134.033,190.843,226.4,152.378
PF3D7_0714400,11.387,5.977,4.716,4.922,20.985,26.248
PF3D7_0714500,146.197,179.341,104.161,177.218,209.398,242.161
PF3D7_0714600,100.121,78.807,101.146,86.076,108.575,148.943
PF3D7_0715000,22.223,21.755,68.239,29.48,63.198,49.478
PF3D7_0715100,2.063,6.283,12.219,1.884,20.659,11.806
PF3D7_0715200,926.727,967.353,1083.477,652.743,1283.006,905.332
PF3D7_0715300,82.89,49.561,83.236,123.354,166.04,117.692
PF3D7_0715400,29.547,52.795,11.616,36.208,33.605,40.387
PF3D7_0715500,21.537,45.597,16.756,111.792,71.677,70.854
PF3D7_0715600,205.423,275.444,168.188,416.422,544.118,445.874
PF3D7_0715700,4.986,15.103,12.665,4.351,13.389,16.917
PF3D7_0715800,67.85,111.794,45.553,166.916,179.137,189.822
PF3D7_0715900,296.967,356.787,217.534,424.706,537.298,576.648
PF3D7_0716000,283.779,348.484,141.271,476.117,589.153,702.532
PF3D7_0716100,31.425,47.145,15.507,27.616,60.146,107.518
PF3D7_0716200,126.79,236.305,79.798,209.459,262.639,323.309
PF3D7_0716300,1257.94,2418.378,1481.532,3127.253,3528.062,4416.706
PF3D7_0716400,69.531,102.161,59.32,125.124,144.512,139.584
PF3D7_0716500,50.28,88.109,43.323,124.792,158.449,137.126
PF3D7_0716600,17.403,14.114,5.313,29.17,25.894,19.686
PF3D7_0716700,60.751,46.91,21.562,56.323,84.583,52.001
PF3D7_0716800,252.638,312.919,282.767,718.317,731.868,766.853
PF3D7_0716900,34.262,23.366,29.243,60.688,135.64,130.604
PF3D7_0717000,45.003,30.969,37.74,41.54,54.06,71.763
PF3D7_0717100,148.677,170.993,140.209,222.392,300.614,272.842
PF3D7_0717200,371.353,326.03,266.261,227.903,224.808,279.301
PF3D7_0717300,474.44,459.503,479.146,358.628,340.137,317.11
PF3D7_0717400,560.619,499.328,551.554,429.588,441.359,421.436
PF3D7_0717500,3420.256,3766.457,3259.019,1979.054,2206.56,2047.553
PF3D7_0717600,973.348,1388.743,1313.464,744.581,1436.089,1107.458
PF3D7_0717700,421.16,570.767,688.783,887.312,798.715,1024.268
PF3D7_0717800,61.951,75.29,37.516,32.951,45.645,44.507
PF3D7_0717900,56.725,84.298,30.781,85.094,54.508,112.638
PF3D7_0718000,16.366,38.039,7.129,13.138,29.597,29.989
PF3D7_0718100,415.965,484.562,332.227,739.323,498.129,853.591
PF3D7_0718300,14.366,16.573,11.184,0.0,3.055,3.061
PF3D7_0718400,271.69,372.737,228.261,326.212,208.377,397.814
PF3D7_0718500,118.151,105.161,99.836,238.619,159.801,200.065
PF3D7_0718600,153.544,179.535,85.208,86.194,131.96,167.967
PF3D7_0718700,4.624,4.319,4.862,4.448,14.658,22.013
PF3D7_0718800,1.0,1.85,0.0,1.011,2.037,5.0
PF3D7_0718900,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0719000,9.078,14.952,2.024,15.693,52.432,46.785
PF3D7_0719100,27.598,27.707,16.503,63.14,62.104,62.795
PF3D7_0719200,3.078,17.482,8.637,3.005,4.904,3.076
PF3D7_0719300,205.819,210.485,73.796,276.297,410.638,405.548
PF3D7_0719400,621.256,753.71,365.105,507.786,696.232,624.344
PF3D7_0719500,203.232,304.133,105.788,231.525,215.793,245.328
PF3D7_0719600,291.125,479.993,255.655,635.313,776.68,914.106
PF3D7_0719700,251.107,442.841,307.264,923.242,725.984,1117.709
PF3D7_0719800,22.647,56.613,45.391,38.56,35.21,55.847
PF3D7_0719900,872.92,896.908,930.24,960.213,1125.07,1338.393
PF3D7_0720000,54.481,58.099,50.139,23.675,70.862,101.158
PF3D7_0720100,29.731,35.029,29.72,74.039,65.573,67.84
PF3D7_0720200,15.858,9.64,26.788,36.757,42.937,52.522
PF3D7_0720300,13.849,5.361,7.009,3.341,6.143,6.037
PF3D7_0720400,104.358,118.306,103.83,137.28,139.444,201.754
PF3D7_0720500,9.651,11.717,10.1,42.705,14.061,13.66
PF3D7_0720600,66.443,89.093,58.983,153.5,76.767,159.905
PF3D7_0720700,3121.098,3103.201,2972.384,1645.861,1935.399,2183.162
PF3D7_0720800,88.329,87.708,49.728,104.74,91.378,140.895
PF3D7_0720900,97.475,95.213,48.068,134.798,129.505,104.223
PF3D7_0721000,729.39,812.566,793.407,743.182,1162.925,977.346
PF3D7_0721100,260.649,599.165,414.094,842.868,1289.224,1182.733
PF3D7_0721200,18.381,43.644,21.574,28.546,29.261,35.628
PF3D7_0721300,115.058,124.408,97.978,183.019,132.076,196.499
PF3D7_0721400,47.162,218.726,128.433,238.127,217.482,283.83
PF3D7_0721500,5.141,11.792,3.035,2.031,11.304,5.712
PF3D7_0721600,468.813,748.3,514.459,1470.211,1479.877,1859.265
PF3D7_0721700,18.093,33.546,4.434,10.619,8.808,19.809
PF3D7_0721800,173.167,193.145,92.354,237.475,233.066,309.507
PF3D7_0721900,66.055,69.012,30.05,38.64,32.024,58.679
PF3D7_0722000,50.036,66.072,37.263,40.119,43.313,56.416
PF3D7_0722100,39.376,76.685,22.966,50.491,60.064,46.889
PF3D7_0722200,7331.114,9315.01,6738.538,3785.217,4734.392,3889.019
PF3D7_0722300,100.734,130.099,125.014,49.176,146.514,128.799
PF3D7_0722400,316.169,300.236,266.589,432.101,585.099,629.874
PF3D7_0722500,96.752,104.709,120.26,211.852,237.884,191.928
PF3D7_0722600,283.813,245.659,190.316,280.85,389.995,315.373
PF3D7_0722700,49.738,38.986,12.849,27.658,36.476,59.623
PF3D7_0722800,19.249,25.745,18.882,12.547,10.798,14.6
PF3D7_0722900,29.862,13.224,10.751,22.454,21.321,15.205
PF3D7_0723000,23.199,15.836,10.264,12.628,18.161,12.229
PF3D7_0723100,1.011,9.917,4.691,1.0,2.035,0.0
PF3D7_0723200,1.086,10.954,5.017,2.589,4.196,9.129
PF3D7_0723300,1118.333,1583.775,1091.553,355.263,441.354,500.663
PF3D7_0723400,330.228,420.811,514.363,504.846,762.265,613.823
PF3D7_0723500,2.906,0.0,2.761,9.191,9.998,2.436
PF3D7_0723600,9.988,13.057,6.041,29.829,48.857,31.28
PF3D7_0723700,99.83,48.313,50.02,153.253,228.767,158.566
PF3D7_0723800,2474.917,3739.467,1706.915,2498.901,3380.194,2884.844
PF3D7_0723900,317.951,449.151,318.801,482.792,619.436,583.047
PF3D7_0724000,71.189,102.951,91.016,87.081,105.818,155.535
PF3D7_0724100,976.953,1049.113,1053.028,1456.784,1764.22,1781.636
PF3D7_0724200,19.173,38.773,32.192,51.705,61.323,81.883
PF3D7_0724300,11.038,25.149,20.956,29.98,22.164,54.459
PF3D7_0724400,43.71,31.232,50.401,64.023,47.304,44.346
PF3D7_0724500,11.146,9.905,8.0,7.203,11.035,9.391
PF3D7_0724600,470.264,447.072,521.513,471.944,502.242,768.637
PF3D7_0724700,571.452,607.706,575.09,670.423,451.831,751.598
PF3D7_0724800,302.131,347.693,335.68,305.013,176.637,338.754
PF3D7_0724900,1357.798,1676.896,1200.008,263.236,177.327,312.484
PF3D7_0725000,636.303,770.405,611.337,505.974,426.353,546.903
PF3D7_0725100,363.755,515.228,372.27,357.388,365.019,373.141
PF3D7_0725200,83.529,82.073,84.256,74.325,90.124,108.795
PF3D7_0725300,208.677,263.583,154.738,47.845,98.222,106.938
PF3D7_0725400,1774.924,1980.807,1710.979,380.811,518.488,412.21
PF3D7_0726050,3.721,4.784,7.197,2.679,11.322,9.457
PF3D7_0726100,23.86,13.614,25.874,6.261,5.645,9.83
PF3D7_0726200,35.617,33.047,38.422,6.345,14.155,21.998
PF3D7_0726300,99.759,96.423,132.789,90.734,106.825,108.436
PF3D7_0726400,570.19,308.292,641.843,459.553,738.835,652.96
PF3D7_0726500,2655.172,2760.81,3086.396,4065.466,3684.366,4509.065
PF3D7_0726600,73.641,119.237,68.42,132.515,153.838,156.949
PF3D7_0726700,101.122,162.78,82.764,177.603,140.816,191.174
PF3D7_0726800,5.124,3.004,5.876,8.947,12.185,7.175
PF3D7_0726900,113.013,117.88,107.372,235.398,223.235,236.704
PF3D7_0727000,257.256,293.341,235.948,441.642,359.61,432.643
PF3D7_0727100,189.286,251.976,185.23,341.156,316.519,398.498
PF3D7_0727200,28.32,52.676,20.252,71.687,108.81,114.611
PF3D7_0727300,41.093,53.379,47.663,82.37,74.287,60.443
PF3D7_0727400,490.941,514.918,383.691,843.826,808.724,1130.728
PF3D7_0727500,39.194,79.462,53.474,79.491,87.008,113.669
PF3D7_0727600,6.038,6.145,8.177,6.387,10.322,26.164
PF3D7_0727700,43.822,64.348,46.763,60.602,73.146,114.005
PF3D7_0727800,579.878,660.024,492.536,918.633,1353.701,970.657
PF3D7_0727900,117.765,125.26,58.815,30.762,96.905,76.281
PF3D7_0728000,370.712,501.376,396.727,646.262,862.555,595.842
PF3D7_0728100,357.027,478.288,342.563,287.465,758.507,435.34
PF3D7_0728200,61.404,71.554,58.941,41.407,139.082,97.328
PF3D7_0728300,32.333,44.716,45.426,29.774,72.531,39.455
PF3D7_0728400,5.413,17.995,8.699,1.003,15.0,4.161
PF3D7_0728500,3.0,0.0,1.0,0.0,0.0,0.0
PF3D7_0728600,1301.338,1603.401,1070.979,946.395,1240.12,1058.362
PF3D7_0728700,31.369,26.541,17.701,9.868,14.93,36.108
PF3D7_0728800,109.973,152.268,64.649,76.126,123.007,229.701
PF3D7_0728900,193.657,214.467,83.401,117.702,142.395,178.549
PF3D7_0729000,38.077,27.844,6.438,22.216,33.822,24.672
PF3D7_0729100,928.797,1314.094,590.003,677.973,672.56,1113.013
PF3D7_0729200,3.833,31.0,5.438,9.444,22.957,46.973
PF3D7_0729300,34.95,110.868,23.999,39.648,41.274,58.695
PF3D7_0729400,38.889,90.0,17.782,31.095,23.501,66.375
PF3D7_0729500,183.348,253.703,105.99,123.197,111.889,175.839
PF3D7_0729600,105.371,139.644,71.393,145.47,151.46,156.795
PF3D7_0729700,24.927,55.663,20.293,6.074,6.392,3.124
PF3D7_0729800,4.025,21.119,3.417,0.0,6.771,3.003
PF3D7_0729900,166.648,374.376,271.964,169.716,156.46,189.576
PF3D7_0730000,4.089,26.018,5.576,23.244,23.705,29.365
PF3D7_0730100,13.734,37.039,7.26,13.641,21.21,28.636
PF3D7_0730200,53.847,131.957,64.403,32.001,58.736,77.731
PF3D7_0730300,3305.825,3361.271,3094.733,1439.821,1688.485,1870.628
PF3D7_0730400,449.542,545.487,384.457,82.941,125.501,119.974
PF3D7_0730500,901.933,1150.032,839.264,669.223,778.861,945.424
PF3D7_0730800,303.799,451.0,273.592,35.395,59.174,99.569
PF3D7_0730900,380.446,416.218,433.895,434.035,395.276,541.607
PF3D7_0731100,615.572,676.306,267.116,589.326,745.785,718.085
PF3D7_0731200,61.538,55.545,11.411,1.062,12.985,7.944
PF3D7_0731300,28.779,31.268,28.907,39.355,104.312,53.884
PF3D7_0731400,17.325,23.605,9.655,47.374,37.154,51.925
PF3D7_0731500,25126.581,30471.391,21760.165,8005.917,8126.232,8226.338
PF3D7_0731600,598.806,863.387,626.792,1765.092,2838.125,2632.404
PF3D7_0731700,26.436,16.541,32.949,51.161,56.819,49.894
PF3D7_0731800,21.968,25.517,14.873,17.781,32.589,48.711
PF3D7_0731900,1.0,1.003,0.0,0.0,0.0,0.0
PF3D7_0732000,0.0,1.074,0.0,2.0,0.0,2.0
PF3D7_0732100,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732200,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732300,1.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732400,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732500,0.0,1.0,0.0,0.0,0.0,1.0
PF3D7_0732600,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732700,0.0,2.0,0.0,0.0,0.0,0.0
PF3D7_0732800,0.0,0.0,0.0,0.0,0.0,0.0
PF3D7_0732900,2.001,2.476,0.0,0.0,1.013,0.0
PF3D7_0733000,7.785,12.339,5.253,14.432,14.233,10.782
PF3D7_0800100,63.785,133.552,69.346,49.641,194.211,126.917
PF3D7_0800200,11.015,9.209,10.49,5.96,14.166,14.326
PF3D7_0800300,42.571,53.467,29.731,13.426,20.494,13.236
PF3D7_0800400,3.822,4.401,0.0,0.0,0.0,0.0
PF3D7_0800500,1.001,2.01,0.0,0.0,0.0,2.0
PF3D7_0800600,3.038,9.652,8.281,0.0,7.179,33.618
PF3D7_0800700,100.196,121.015,65.592,155.991,156.771,210.598
PF3D7_0800750,0.0,0.0,0.0,0.0,1.001,1.0
PF3D7_0800800,0.0,0.0,0.0,0.0,1.012,0.0
PF3D7_0800900,0.0,0.0,1.004,0.0,0.0,0.0
PF3D7_0801000,236.231,386.477,137.314,308.492,312.051,493.556
PF3D7_0801300,5.805,5.995,2.192,0.0,0.0,0.0
PF3D7_0801400,16.667,18.032,2.332,2.065,14.775,9.824
PF3D7_0801500,24.666,38.955,18.002,29.92,68.507,42.772
PF3D7_0801600,2.012,0.0,2.172,1.971,6.008,0.0
PF3D7_0801700,159.816,371.934,120.118,263.979,315.962,472.209
PF3D7_0801800,560.136,653.669,414.61,643.86,1052.391,881.868
PF3D7_0801900,439.804,343.97,226.691,242.072,305.151,377.592
PF3D7_0802000,1708.351,1596.581,1915.843,3407.243,3059.223,3788.826
PF3D7_0802100,4468.616,4082.897,4400.552,3441.597,3678.41,3807.182
PF3D7_0802200,354.915,466.529,293.623,780.245,1090.435,1015.177
PF3D7_0802300,98.212,85.444,62.229,71.315,128.721,122.505
PF3D7_0802400,101.327,138.852,73.701,93.946,173.034,169.139
PF3D7_0802500,398.554,473.66,200.64,239.277,144.922,258.776
PF3D7_0802600,2708.036,3411.766,2404.607,985.309,1453.546,1297.224
PF3D7_0802700,15.353,30.708,7.378,6.047,14.82,20.183
PF3D7_0802800,1598.262,1904.961,1387.323,855.113,1079.502,997.454
PF3D7_0802900,4.027,1.198,1.255,1.065,13.62,10.022
PF3D7_0803000,222.44,308.923,172.304,279.363,360.882,400.323
PF3D7_0803100,343.573,412.947,361.754,454.873,438.686,553.587
PF3D7_0803200,1399.771,1465.895,1556.29,919.908,1127.476,960.152
PF3D7_0803300,136.476,111.189,118.982,140.521,196.475,182.984
PF3D7_0803400,1271.997,1331.881,1443.486,1891.039,1905.186,1958.0
PF3D7_0803500,991.165,1306.27,866.313,351.793,354.945,479.418
PF3D7_0803600,980.648,1237.349,802.256,933.124,781.34,988.371
PF3D7_0803700,36.58,79.759,68.46,159.506,72.226,114.961
PF3D7_0803800,504.701,568.641,659.159,731.793,869.95,1035.54
PF3D7_0804000,262.874,571.856,444.368,516.496,543.073,505.572
PF3D7_0804300,27.217,26.281,27.631,57.062,43.527,70.629
PF3D7_0804400,127.998,86.137,115.127,281.992,195.442,302.218
PF3D7_0804500,1713.146,1823.823,1655.949,2075.439,2709.682,2878.58
PF3D7_0804600,33.924,133.465,26.721,133.776,168.841,152.446
PF3D7_0804700,62.758,98.292,20.276,66.049,50.069,96.573
PF3D7_0804800,19.309,68.3,38.754,46.994,56.492,106.912
PF3D7_0804900,278.964,500.758,286.629,234.44,220.454,320.904
PF3D7_0805000,14.706,20.998,23.79,77.809,65.168,68.558
PF3D7_0805100,41.836,81.688,44.273,34.108,38.895,53.215
PF3D7_0805200,416.175,685.807,324.083,119.527,155.741,115.146
PF3D7_0805300,589.461,1183.572,503.632,74.716,174.363,145.726
PF3D7_0805400,20.525,28.087,19.111,4.64,40.778,9.417
PF3D7_0805500,155.646,130.084,66.235,20.027,63.392,58.02
PF3D7_0805600,302.288,414.416,175.601,95.632,72.094,141.415
PF3D7_0805700,538.102,601.73,482.687,347.702,537.25,668.588
PF3D7_0805800,1.006,4.021,0.0,0.0,0.0,2.0
PF3D7_0805900,16.65,20.509,14.171,11.921,14.874,17.982
PF3D7_0806000,59.274,146.362,108.875,106.423,120.454,135.552
PF3D7_0806100,32.181,47.362,25.106,46.728,75.011,47.549
PF3D7_0806200,135.411,231.281,178.577,141.805,146.304,93.992
PF3D7_0806300,987.267,762.537,867.284,707.309,936.13,868.666
PF3D7_0806400,7.859,11.068,5.132,8.847,23.254,18.692
PF3D7_0806500,888.783,852.705,861.007,314.158,489.295,435.681
PF3D7_0806600,36.924,61.57,26.286,18.655,56.442,36.036
PF3D7_0806700,163.01,186.531,208.088,179.066,338.473,312.219
PF3D7_0806800,4356.274,5190.161,4089.272,3008.113,3147.875,3311.027
PF3D7_0806900,31.295,81.281,24.207,95.52,103.355,105.436
PF3D7_0807000,46.467,64.492,17.461,90.89,102.215,98.228
PF3D7_0807100,76.82,62.123,49.105,72.375,50.204,113.668
PF3D7_0807200,58.675,25.336,16.882,57.415,42.72,52.831
PF3D7_0807300,97.514,90.551,110.822,164.295,111.915,187.499
PF3D7_0807400,46.225,39.428,52.5,18.071,26.003,47.538
PF3D7_0807500,524.265,532.439,675.715,1073.382,1084.376,1307.654
PF3D7_0807600,931.659,1281.014,1069.96,1453.358,1623.717,1706.507
PF3D7_0807700,264.897,352.395,197.654,130.002,151.435,163.542
PF3D7_0807800,619.94,1024.551,664.635,878.957,842.187,930.794
PF3D7_0807900,368.786,487.738,283.159,506.398,432.882,634.216
PF3D7_0808000,17.175,17.347,10.828,25.016,23.313,34.926
PF3D7_0808100,127.187,91.683,25.692,122.145,118.441,144.876
PF3D7_0808200,2323.374,2406.36,1681.033,325.075,436.843,477.228
PF3D7_0808300,500.375,524.599,706.767,147.315,236.71,232.359
PF3D7_0808400,24.761,79.284,56.568,16.323,41.475,43.242
PF3D7_0808450,2.0,4.0,1.967,1.329,4.962,3.0
PF3D7_0808600,19.652,21.987,10.477,7.803,7.48,6.89
PF3D7_0808700,50.066,77.693,61.766,19.004,40.16,76.541
PF3D7_0808800,3.475,1.006,1.014,0.0,0.0,1.004
PF3D7_0808900,5.613,15.178,8.125,1.394,3.962,0.0
PF3D7_0809100,40.086,77.01,53.755,21.988,34.667,38.405
PF3D7_0809200,37.854,48.617,61.991,30.502,71.851,44.434
PF3D7_0809250,24.286,34.649,37.982,19.604,25.486,34.648
PF3D7_0809400,173.859,160.367,163.223,96.808,210.253,216.543
PF3D7_0809500,6.072,5.033,3.217,5.147,14.453,5.913
PF3D7_0809600,102.79,121.399,75.351,146.743,254.459,327.392
PF3D7_0809700,9.578,21.34,6.419,7.456,18.662,26.82
PF3D7_0809800,8.831,21.803,4.857,3.13,4.941,9.003
PF3D7_0809900,123.158,114.79,72.509,164.211,136.524,117.334
PF3D7_0810000,21.907,31.021,24.182,25.184,44.182,40.119
PF3D7_0810100,13.999,7.767,10.865,17.847,30.3,16.557
PF3D7_0810200,49.278,35.827,49.525,60.231,121.367,87.166
PF3D7_0810300,3582.852,3982.78,2735.48,1064.902,1549.834,1480.837
PF3D7_0810400,33.856,52.575,26.429,58.996,51.003,43.067
PF3D7_0810500,35.666,42.975,25.958,97.56,117.693,107.257
PF3D7_0810600,597.843,853.505,656.318,1617.56,1368.156,1647.04
PF3D7_0810700,7.082,5.559,10.108,9.283,9.916,28.197
PF3D7_0810800,36.731,49.237,28.584,139.24,124.086,133.998
PF3D7_0810900,197.64700000000002,253.026,174.61100000000002,66.91799999999999,148.57,120.654
PF3D7_0811000,447.56,444.251,487.449,376.561,440.761,501.129
PF3D7_0811100,35.898,45.185,52.332,23.327,68.497,53.089
PF3D7_0811200,74.286,66.38,59.215,53.493,85.531,102.074
PF3D7_0811300,4592.747,5092.656,4554.974,4985.047,5364.877,5394.731
PF3D7_0811400,490.666,596.678,663.587,634.445,876.483,898.889
PF3D7_0811500,31.808,47.977,26.829,32.555,70.084,79.385
PF3D7_0811600,403.239,790.298,738.746,314.335,524.327,476.935
PF3D7_0811700,24.665,31.982,15.787,22.452,29.153,21.48
PF3D7_0811800,3.015,8.486,4.888,4.328,8.0,10.557
PF3D7_0811900,310.305,383.753,375.421,312.566,509.769,443.366
PF3D7_0812000,7.194,16.311,10.47,15.269,12.976,4.166
PF3D7_0812100,399.913,564.888,379.496,631.791,556.154,794.514
PF3D7_0812200,6.495,11.234,3.08,26.893,22.884,30.204
PF3D7_0812220,12.683,16.704,27.814,33.452,51.635,64.963
PF3D7_0812300,8.857,19.295,3.47,1.056,17.626,9.104
PF3D7_0812400,653.511,506.993,378.19,1039.952,805.361,1032.958
PF3D7_0812500,479.615,416.922,248.841,745.492,598.371,900.253
PF3D7_0812600,39.639,66.979,41.042,51.363,91.499,118.129
PF3D7_0812700,51.388,43.589,16.827,48.231,68.962,77.834
PF3D7_0812800,7.483,10.969,0.0,1.122,1.971,4.723
PF3D7_0812900,20.146,30.01,7.28,7.297,15.078,21.169
PF3D7_0813000,333.967,494.918,249.45,156.336,258.065,195.564
PF3D7_0813100,604.69,808.624,552.274,158.494,516.78,334.942
PF3D7_0813200,148.828,228.908,164.885,141.308,236.774,217.645
PF3D7_0813300,239.78,497.539,264.784,201.083,305.068,339.259
PF3D7_0813400,714.057,1100.375,818.987,943.976,1211.601,1139.414
PF3D7_0813500,29.407,46.034,26.088,41.94,53.564,92.369
PF3D7_0813600,67.909,57.584,116.235,124.622,121.925,142.933
PF3D7_0813700,144.415,166.122,95.673,135.954,189.112,176.26
PF3D7_0813800,65.421,67.961,25.714,30.45,33.155,36.239
PF3D7_0813900,234.013,317.524,228.484,640.024,484.198,696.991
PF3D7_0814000,481.737,586.501,380.67,1156.939,1141.892,1467.196
PF3D7_0814100,2.059,3.069,0.0,9.286,3.049,6.027
PF3D7_0814200,2634.476,2996.047,2884.677,5604.459,5747.079,6653.416
PF3D7_0814300,36.42,36.234,61.716,43.439,58.399,73.178
PF3D7_0814400,52.658,78.264,128.419,59.974,48.108,108.488
PF3D7_0814500,26.101,22.319,19.667,23.238,21.23,26.089
PF3D7_0814600,24.438,18.526,12.099,28.431,12.5,38.01
PF3D7_0814700,2.201,9.076,3.217,7.012,9.407,1.0
PF3D7_0814900,218.57,222.047,242.055,475.328,379.396,542.659
PF3D7_0815000,16.108,20.413,11.013,25.887,27.671,61.458
PF3D7_0815100,33.188,17.383,15.5,10.65,17.607,33.941
PF3D7_0815200,441.608,435.902,409.717,510.902,690.352,897.73
PF3D7_0815300,35.69,36.481,25.852,37.532,35.267,42.165
